"AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted"
"2018-06-27" 46.307499 46.82 46.0075 46.040001 101141200 44.327042
"2018-06-28" 46.025002 46.552502 45.950001 46.375 69460800 44.649593
"2018-06-29" 46.572498 46.797501 45.727501 46.2775 90950800 44.555725
"2018-07-02" 45.955002 46.825001 45.855 46.794998 70925200 45.053955
"2018-07-03" 46.947498 46.987499 45.884998 45.98 55819200 44.269287
"2018-07-05" 46.314999 46.602501 46.07 46.349998 66416800 44.625519
"2018-07-06" 46.355 47.107498 46.299999 46.9925 69940800 45.244118
"2018-07-09" 47.375 47.669998 47.325001 47.645 79026400 45.872341
"2018-07-10" 47.677502 47.82 47.544998 47.587502 63756400 45.816975
"2018-07-11" 47.125 47.445 46.9025 46.970001 75326000 45.22245
"2018-07-12" 47.3825 47.852501 47.327499 47.7575 72164400 45.980652
"2018-07-13" 47.77 47.959999 47.724998 47.8325 50055600 46.052864
"2018-07-16" 47.880001 48.162498 47.605 47.727501 60172400 45.951775
"2018-07-17" 47.4375 47.967499 47.299999 47.862499 62138000 46.081741
"2018-07-18" 47.945 47.950001 47.482498 47.599998 65573600 45.829021
"2018-07-19" 47.422501 48.137501 47.422501 47.970001 81147200 46.185246
"2018-07-20" 47.945 48.107498 47.5425 47.860001 82704800 46.079338
"2018-07-23" 47.669998 47.990002 47.389999 47.9025 63957600 46.120258
"2018-07-24" 48.112499 48.415001 48.012501 48.25 74791600 46.45483
"2018-07-25" 48.264999 48.712502 48.107498 48.705002 66839600 46.892906
"2018-07-26" 48.6525 48.990002 48.4025 48.552502 76304000 46.746071
"2018-07-27" 48.747501 48.797501 47.525002 47.744999 96096000 45.968613
"2018-07-30" 47.974998 48.049999 47.267502 47.477501 84118000 45.711063
"2018-07-31" 47.575001 48.035 47.334999 47.572498 157492000 45.802536
"2018-08-01" 49.782501 50.439999 49.327499 50.375 271742800 48.500771
"2018-08-02" 50.145 52.095001 50.087502 51.8475 249616000 49.918488
"2018-08-03" 51.7575 52.185001 51.369999 51.997501 133789600 50.062904
"2018-08-06" 52 52.3125 51.767502 52.267502 101701600 50.322861
"2018-08-07" 52.330002 52.375 51.689999 51.7775 102349600 49.851089
"2018-08-08" 51.512501 51.952499 51.130001 51.8125 90102000 49.884785
"2018-08-09" 52.3825 52.445 51.799999 52.220001 93970400 50.277122
"2018-08-10" 51.84 52.275002 51.6675 51.8825 98444800 50.127369
"2018-08-13" 52.327499 52.737499 51.924999 52.217499 103563600 50.451038
"2018-08-14" 52.540001 52.639999 52.064999 52.4375 82992000 50.663597
"2018-08-15" 52.305 52.685001 52.0825 52.560001 115230400 50.78194
"2018-08-16" 52.9375 53.452499 52.8675 53.330002 114001600 51.525898
"2018-08-17" 53.360001 54.487499 53.290001 54.395 141708000 52.554878
"2018-08-20" 54.525002 54.794998 53.7775 53.865002 121150800 52.042816
"2018-08-21" 54.200001 54.297501 53.5075 53.759998 104639200 51.941349
"2018-08-22" 53.525002 54.09 53.459999 53.762501 76072400 51.943771
"2018-08-23" 53.662498 54.262501 53.650002 53.872501 75532800 52.050045
"2018-08-24" 54.150002 54.224998 53.7775 54.040001 73905600 52.211884
"2018-08-27" 54.287498 54.685001 54.0825 54.485001 82100400 52.64183
"2018-08-28" 54.752499 55.134998 54.73 54.924999 91107200 53.066936
"2018-08-29" 55.037498 55.872501 54.852501 55.744999 109019200 53.859203
"2018-08-30" 55.8125 57.064999 55.599998 56.2575 195175200 54.35437
"2018-08-31" 56.627499 57.217499 56.5 56.907501 173360400 54.98238
"2018-09-04" 57.102501 57.294998 56.657501 57.09 109560400 55.158714
"2018-09-05" 57.247501 57.4175 56.275002 56.717499 133332000 54.798801
"2018-09-06" 56.557499 56.837502 55.325001 55.775002 137160000 53.888195
"2018-09-07" 55.462502 56.342499 55.177502 55.325001 150479200 53.453407
"2018-09-10" 55.237499 55.462502 54.1175 54.5825 158066000 52.736027
"2018-09-11" 54.502499 56.075001 54.139999 55.962502 142996000 54.069344
"2018-09-12" 56.235001 56.25 54.959999 55.267502 197114800 53.397865
"2018-09-13" 55.880001 57.087502 55.642502 56.602501 166825600 54.687691
"2018-09-14" 56.4375 56.709999 55.630001 55.959999 127997200 54.066933
"2018-09-17" 55.537498 55.737499 54.317501 54.470001 148780400 52.627338
"2018-09-18" 54.447498 55.462502 54.279999 54.560001 126286800 52.714294
"2018-09-19" 54.625 54.904999 53.825001 54.592499 108495200 52.745693
"2018-09-20" 55.060001 55.57 54.787498 55.0075 106435200 53.146656
"2018-09-21" 55.195 55.34 54.322498 54.415001 384986800 52.574192
"2018-09-24" 54.205002 55.314999 54.157501 55.197498 110773600 53.330227
"2018-09-25" 54.9375 55.705002 54.924999 55.547501 98217600 53.668385
"2018-09-26" 55.25 55.9375 54.939999 55.105 95938800 53.240849
"2018-09-27" 55.955002 56.610001 55.884998 56.237499 120724800 54.335041
"2018-09-28" 56.197498 56.459999 56.005001 56.435001 91717600 54.525867
"2018-10-01" 56.987499 57.355 56.587502 56.814999 94403200 54.893005
"2018-10-02" 56.8125 57.5 56.657501 57.32 99152800 55.380924
"2018-10-03" 57.512501 58.3675 57.445 58.017502 114619200 56.054825
"2018-10-04" 57.695 58.087502 56.682499 56.997501 128168000 55.069332
"2018-10-05" 56.990002 57.102501 55.145 56.072498 134322000 54.175625
"2018-10-08" 55.552502 56.200001 55.049999 55.942501 118655600 54.050026
"2018-10-09" 55.91 56.817501 55.5625 56.717499 107564000 54.798801
"2018-10-10" 56.365002 56.587502 54.012501 54.09 167962400 52.260185
"2018-10-11" 53.630001 54.875 53.080002 53.612499 212497600 51.79884
"2018-10-12" 55.105 55.720001 54.209999 55.5275 161351600 53.649067
"2018-10-15" 55.290001 55.4575 54.317501 54.34 123164000 52.501732
"2018-10-16" 54.732498 55.747501 54.189999 55.537498 116736000 53.658718
"2018-10-17" 55.575001 55.66 54.834999 55.297501 91541600 53.426846
"2018-10-18" 54.465 54.935001 53.25 54.005001 130325200 52.178066
"2018-10-19" 54.514999 55.314999 54.357498 54.827499 132314800 52.972736
"2018-10-22" 54.947498 55.84 54.735001 55.162498 115168400 53.296413
"2018-10-23" 53.9575 55.8125 53.674999 55.682499 155071200 53.79882
"2018-10-24" 55.650002 56.057499 53.634998 53.772499 163702000 51.953426
"2018-10-25" 54.427502 55.345001 54.1875 54.950001 119423200 53.091106
"2018-10-26" 53.974998 55.047501 53.1675 54.075001 189033600 52.245701
"2018-10-29" 54.797501 54.922501 51.522499 53.060001 183742000 51.265034
"2018-10-30" 52.787498 53.794998 52.317501 53.325001 146640000 51.521072
"2018-10-31" 54.220001 55.112499 54.154999 54.715 153435600 52.864052
"2018-11-01" 54.762501 55.59 54.202499 55.555 233292800 53.67564
"2018-11-02" 52.387501 53.412498 51.357498 51.869999 365314800 50.115292
"2018-11-05" 51.075001 51.0975 49.5425 50.397499 264654800 48.6926
"2018-11-06" 50.48 51.18 50.422501 50.942501 127531600 49.21917
"2018-11-07" 51.4925 52.514999 51.032501 52.487499 133697600 50.711899
"2018-11-08" 52.494999 52.529999 51.6875 52.122501 101450400 50.534954
"2018-11-09" 51.387501 51.502499 50.5625 51.1175 137463200 49.56057
"2018-11-12" 49.75 49.962502 48.447498 48.5425 204542000 47.063995
"2018-11-13" 47.907501 49.294998 47.862499 48.057499 187531600 46.593777
"2018-11-14" 48.474998 48.619999 46.482498 46.700001 243204000 45.277618
"2018-11-15" 47.0975 47.9925 46.724998 47.852501 185915200 46.395012
"2018-11-16" 47.625 48.7425 47.365002 48.3825 147713200 46.908871
"2018-11-19" 47.5 47.674999 46.247501 46.465 167701200 45.049774
"2018-11-20" 44.592499 45.3675 43.877499 44.244999 271300800 42.8974
"2018-11-21" 44.932499 45.067501 44.137501 44.195 124496800 42.848915
"2018-11-23" 43.735001 44.150002 43.025002 43.072498 94496000 41.760601
"2018-11-26" 43.560001 43.737499 42.564999 43.654999 179994000 42.325363
"2018-11-27" 42.877499 43.692501 42.720001 43.560001 165549600 42.233261
"2018-11-28" 44.182499 45.322498 43.732498 45.235001 184250000 43.857243
"2018-11-29" 45.665001 45.700001 44.424999 44.887501 167080000 43.520325
"2018-11-30" 45.072498 45.0825 44.2575 44.645 158126000 43.28521
"2018-12-03" 46.115002 46.235001 45.302502 46.205002 163210000 44.797695
"2018-12-04" 45.237499 45.5975 44.067501 44.172501 165377200 42.827103
"2018-12-06" 42.939999 43.695 42.605 43.68 172393600 42.349602
"2018-12-07" 43.372501 43.622501 42.075001 42.122501 169126400 40.839535
"2018-12-10" 41.25 42.522499 40.8325 42.400002 248104000 41.108585
"2018-12-11" 42.915001 42.947498 41.75 42.157501 189126800 40.873474
"2018-12-12" 42.599998 42.98 42.255001 42.275002 142510800 40.987396
"2018-12-13" 42.622501 43.142502 42.387501 42.737499 127594400 41.43581
"2018-12-14" 42.25 42.27 41.32 41.369999 162814800 40.109951
"2018-12-17" 41.362499 42.087502 40.682499 40.985001 177151600 39.736687
"2018-12-18" 41.345001 41.8825 41.0975 41.517502 135366000 40.25296
"2018-12-19" 41.5 41.862499 39.772499 40.2225 196189200 38.997414
"2018-12-20" 40.099998 40.5275 38.825001 39.2075 259092000 38.013325
"2018-12-21" 39.215 39.540001 37.407501 37.682499 382978400 36.534767
"2018-12-24" 37.037498 37.887501 36.647499 36.7075 148676800 35.58947
"2018-12-26" 37.075001 39.307499 36.68 39.2925 234330000 38.095741
"2018-12-27" 38.959999 39.192501 37.517502 39.037498 212468400 37.848499
"2018-12-28" 39.375 39.630001 38.637501 39.057499 169165600 37.867893
"2018-12-31" 39.6325 39.84 39.119999 39.435001 140014000 38.233894
"2019-01-02" 38.7225 39.712502 38.557499 39.48 148158800 38.277527
"2019-01-03" 35.994999 36.43 35.5 35.547501 365248800 34.464798
"2019-01-04" 36.1325 37.137501 35.950001 37.064999 234428400 35.936077
"2019-01-07" 37.174999 37.2075 36.474998 36.982498 219111200 35.856083
"2019-01-08" 37.389999 37.955002 37.130001 37.6875 164101200 36.539619
"2019-01-09" 37.822498 38.6325 37.407501 38.327499 180396400 37.16013
"2019-01-10" 38.125 38.4925 37.715 38.450001 143122800 37.278896
"2019-01-11" 38.220001 38.424999 37.877499 38.072498 108092800 36.912895
"2019-01-14" 37.712502 37.817501 37.305 37.5 129756800 36.357834
"2019-01-15" 37.567501 38.3475 37.512501 38.267502 114843600 37.101959
"2019-01-16" 38.27 38.970001 38.25 38.735001 122278800 37.555214
"2019-01-17" 38.549999 39.415001 38.314999 38.965 119284800 37.778198
"2019-01-18" 39.375 39.470001 38.994999 39.205002 135004000 38.010902
"2019-01-22" 39.102501 39.182499 38.154999 38.325001 121576000 37.157703
"2019-01-23" 38.537498 38.785 37.924999 38.48 92522400 37.307983
"2019-01-24" 38.5275 38.619999 37.935001 38.174999 101766000 37.012272
"2019-01-25" 38.869999 39.532501 38.580002 39.439999 134142000 38.238743
"2019-01-28" 38.947498 39.0825 38.415001 39.075001 104768400 37.884865
"2019-01-29" 39.0625 39.532501 38.5275 38.669998 166348800 37.492195
"2019-01-30" 40.8125 41.537498 40.057499 41.3125 244439200 40.054207
"2019-01-31" 41.5275 42.25 41.139999 41.610001 162958400 40.342648
"2019-02-01" 41.740002 42.244999 41.482498 41.630001 130672400 40.362038
"2019-02-04" 41.852501 42.915001 41.82 42.8125 125982000 41.508526
"2019-02-05" 43.215 43.77 43.087502 43.544998 144406400 42.218716
"2019-02-06" 43.662498 43.892502 43.212502 43.560001 112958400 42.233261
"2019-02-07" 43.099998 43.485001 42.584999 42.735001 126966800 41.433384
"2019-02-08" 42.247501 42.665001 42.105 42.602501 95280000 41.482075
"2019-02-11" 42.762501 42.802502 42.3125 42.357498 83973600 41.243504
"2019-02-12" 42.525002 42.75 42.424999 42.7225 89134000 41.598911
"2019-02-13" 42.8475 43.119999 42.48 42.544998 89960800 41.426079
"2019-02-14" 42.427502 42.814999 42.345001 42.700001 87342800 41.577007
"2019-02-15" 42.8125 42.924999 42.4375 42.605 98507200 41.484497
"2019-02-19" 42.427502 42.860001 42.372501 42.732498 75891200 41.60865
"2019-02-20" 42.797501 43.330002 42.747501 43.0075 104457600 41.876419
"2019-02-21" 42.950001 43.092499 42.575001 42.764999 68998800 41.640289
"2019-02-22" 42.895 43.25 42.845001 43.2425 75652800 42.105232
"2019-02-25" 43.540001 43.967499 43.487499 43.557499 87493600 42.411945
"2019-02-26" 43.427502 43.825001 43.2925 43.5825 68280800 42.436298
"2019-02-27" 43.302502 43.75 43.182499 43.717499 111341600 42.567745
"2019-02-28" 43.580002 43.727501 43.23 43.287498 112861600 42.149052
"2019-03-01" 43.57 43.787498 43.2225 43.7425 103544800 42.592091
"2019-03-04" 43.922501 44.4375 43.4925 43.962502 109744800 42.806305
"2019-03-05" 43.985001 44 43.634998 43.8825 78949600 42.728401
"2019-03-06" 43.6675 43.872501 43.485001 43.630001 83241600 42.482548
"2019-03-07" 43.467499 43.610001 43.005001 43.125 99185600 41.990829
"2019-03-08" 42.580002 43.267502 42.375 43.227501 95997600 42.09063
"2019-03-11" 43.872501 44.779999 43.837502 44.724998 128044000 43.548748
"2019-03-12" 45 45.6675 44.842499 45.227501 129870400 44.038033
"2019-03-13" 45.5625 45.825001 45.23 45.427502 124130000 44.232784
"2019-03-14" 45.974998 46.025002 45.639999 45.932499 94318000 44.724487
"2019-03-15" 46.212502 46.8325 45.935001 46.529999 156171600 45.306274
"2019-03-18" 46.450001 47.0975 46.447498 47.005001 104879200 45.768784
"2019-03-19" 47.087502 47.247501 46.48 46.6325 126585600 45.406082
"2019-03-20" 46.557499 47.372501 46.182499 47.040001 124140800 45.80286
"2019-03-21" 47.505001 49.0825 47.452499 48.772499 204136800 47.489799
"2019-03-22" 48.834999 49.422501 47.695 47.762501 169630800 46.506363
"2019-03-25" 47.877499 47.994999 46.650002 47.185001 175381200 45.944054
"2019-03-26" 47.915001 48.220001 46.145 46.697498 199202000 45.469372
"2019-03-27" 47.1875 47.439999 46.637501 47.1175 119393600 45.878326
"2019-03-28" 47.237499 47.389999 46.8825 47.18 83121600 45.939182
"2019-03-29" 47.4575 47.52 47.134998 47.487499 94256000 46.23859
"2019-04-01" 47.91 47.919998 47.095001 47.810001 111448000 46.55262
"2019-04-02" 47.772499 48.615002 47.762501 48.505001 91062800 47.22934
"2019-04-03" 48.3125 49.125 48.287498 48.837502 93087200 47.553097
"2019-04-04" 48.697498 49.092499 48.285 48.922501 76457200 47.635857
"2019-04-05" 49.112499 49.275002 48.982498 49.25 74106400 47.954746
"2019-04-08" 49.105 50.057499 49.084999 50.025002 103526800 48.709362
"2019-04-09" 50.080002 50.712502 49.807499 49.875 143072800 48.563309
"2019-04-10" 49.669998 50.185001 49.544998 50.154999 86781200 48.835934
"2019-04-11" 50.212502 50.25 49.610001 49.737499 83603200 48.42942
"2019-04-12" 49.799999 50.035 49.052502 49.717499 111042800 48.409943
"2019-04-15" 49.645 49.962502 49.502499 49.807499 70146400 48.497578
"2019-04-16" 49.865002 50.342499 49.639999 49.8125 102785600 48.502449
"2019-04-17" 49.884998 50.845001 49.6525 50.782501 115627200 49.446938
"2019-04-18" 50.779999 51.037498 50.630001 50.965 96783200 49.624641
"2019-04-22" 50.7075 51.235001 50.584999 51.1325 77758000 49.787731
"2019-04-23" 51.107498 51.9375 50.974998 51.869999 93292000 50.505836
"2019-04-24" 51.84 52.119999 51.762501 51.790001 70162400 50.42794
"2019-04-25" 51.7075 51.939999 51.279999 51.32 74172800 49.970299
"2019-04-26" 51.224998 51.25 50.529999 51.075001 74596400 49.731743
"2019-04-29" 51.099998 51.4925 50.965 51.1525 88818800 49.807209
"2019-04-30" 50.764999 50.849998 49.7775 50.1675 186139600 48.848114
"2019-05-01" 52.470001 53.827499 52.307499 52.630001 259309200 51.24585
"2019-05-02" 52.459999 53.162498 52.032501 52.287498 127985200 50.912357
"2019-05-03" 52.7225 52.959999 52.557499 52.9375 83569600 51.545261
"2019-05-06" 51.072498 52.209999 50.875 52.119999 129772400 50.749256
"2019-05-07" 51.470001 51.855 50.2075 50.715 155054800 49.381218
"2019-05-08" 50.474998 51.334999 50.4375 50.724998 105358000 49.390949
"2019-05-09" 50.099998 50.419998 49.165001 50.18 139634400 48.860279
"2019-05-10" 49.355 49.712502 48.192501 49.294998 164834800 48.183399
"2019-05-13" 46.927502 47.369999 45.712502 46.43 229722400 45.383003
"2019-05-14" 46.602501 47.424999 46.352501 47.165001 146118800 46.101437
"2019-05-15" 46.567501 47.9375 46.505001 47.73 106178800 46.65369
"2019-05-16" 47.477501 48.1175 47.209999 47.52 132125600 46.448429
"2019-05-17" 46.732498 47.724998 46.689999 47.25 131516400 46.184509
"2019-05-20" 45.880001 46.087502 45.07 45.772499 154449200 44.740337
"2019-05-21" 46.305 47 46.174999 46.650002 113459200 45.598049
"2019-05-22" 46.165001 46.427502 45.637501 45.695 118994400 44.664581
"2019-05-23" 44.950001 45.134998 44.452499 44.915001 146118800 43.902172
"2019-05-24" 45.049999 45.535 44.654999 44.7425 94858800 43.733559
"2019-05-28" 44.73 45.147499 44.477501 44.557499 111792800 43.552731
"2019-05-29" 44.105 44.837502 44 44.345001 113924800 43.345024
"2019-05-30" 44.487499 44.807499 44.1675 44.575001 84873600 43.569832
"2019-05-31" 44.057499 44.497501 43.747501 43.767502 108174400 42.780552
"2019-06-03" 43.900002 44.48 42.567501 43.325001 161584400 42.348015
"2019-06-04" 43.860001 44.9575 43.630001 44.91 123872000 43.897282
"2019-06-05" 46.07 46.247501 45.285 45.634998 119093600 44.605927
"2019-06-06" 45.77 46.3675 45.537498 46.305 90105200 45.260822
"2019-06-07" 46.627499 47.98 46.442501 47.537498 122737600 46.46553
"2019-06-10" 47.952499 48.842499 47.904999 48.145 104883600 47.059334
"2019-06-11" 48.715 49 48.400002 48.702499 107731600 47.604256
"2019-06-12" 48.487499 48.9925 48.3475 48.547501 73012800 47.452759
"2019-06-13" 48.674999 49.197498 48.400002 48.537498 86698400 47.442974
"2019-06-14" 47.887501 48.397499 47.575001 48.185001 75046000 47.098434
"2019-06-17" 48.224998 48.740002 48.0425 48.4725 58676400 47.379444
"2019-06-18" 49.012501 50.072498 48.802502 49.612499 106204000 48.49374
"2019-06-19" 49.919998 49.970001 49.327499 49.467499 84496800 48.352009
"2019-06-20" 50.092499 50.1525 49.5075 49.865002 86056000 48.740547
"2019-06-21" 49.700001 50.212502 49.537498 49.695 191202400 48.574379
"2019-06-24" 49.634998 50.040001 49.5425 49.645 72881600 48.525509
"2019-06-25" 49.607498 49.814999 48.822498 48.892502 84281200 47.789978
"2019-06-26" 49.442501 50.247501 49.337502 49.950001 104270000 48.823635
"2019-06-27" 50.072498 50.392502 49.892502 49.935001 83598800 48.808968
"2019-06-28" 49.669998 49.875 49.262501 49.48 124442400 48.364231
"2019-07-01" 50.7925 51.122501 50.162498 50.387501 109012000 49.251266
"2019-07-02" 50.352501 50.782501 50.34 50.682499 67740800 49.539612
"2019-07-03" 50.82 51.110001 50.672501 51.102501 45448000 49.950138
"2019-07-05" 50.837502 51.27 50.724998 51.057499 69062000 49.906158
"2019-07-08" 50.202499 50.349998 49.602501 50.005001 101354400 48.877388
"2019-07-09" 49.799999 50.377499 49.702499 50.310001 82312000 49.17551
"2019-07-10" 50.462502 50.932499 50.389999 50.807499 71588400 49.661789
"2019-07-11" 50.827499 51.0975 50.427502 50.4375 80767200 49.300133
"2019-07-12" 50.612499 51 50.549999 50.825001 70380800 49.678902
"2019-07-15" 51.022499 51.467499 51 51.302502 67789600 50.145634
"2019-07-16" 51.147499 51.5275 50.875 51.125 67467200 49.972137
"2019-07-17" 51.012501 51.272499 50.817501 50.837502 56430000 49.691124
"2019-07-18" 51 51.470001 50.924999 51.415001 74162400 50.255592
"2019-07-19" 51.447498 51.625 50.59 50.647499 83717200 49.505398
"2019-07-22" 50.912498 51.807499 50.9025 51.805 89111600 50.636799
"2019-07-23" 52.115002 52.227501 51.822498 52.209999 73420800 51.032665
"2019-07-24" 51.9175 52.287498 51.7925 52.1675 59966400 50.991123
"2019-07-25" 52.2225 52.310001 51.682499 51.755001 55638400 50.587925
"2019-07-26" 51.869999 52.432499 51.785 51.935001 70475600 50.76387
"2019-07-29" 52.115002 52.66 52.110001 52.419998 86693600 51.237926
"2019-07-30" 52.189999 52.540001 51.827499 52.195 135742800 51.018002
"2019-07-31" 54.105 55.342499 52.825001 53.259998 277125600 52.058983
"2019-08-01" 53.474998 54.5075 51.685001 52.107498 216071600 50.932476
"2019-08-02" 51.3825 51.607498 50.407501 51.005001 163448400 49.854839
"2019-08-05" 49.497501 49.662498 48.145 48.334999 209572000 47.245049
"2019-08-06" 49.077499 49.517502 48.509998 49.25 143299200 48.139416
"2019-08-07" 48.852501 49.889999 48.455002 49.759998 133457600 48.637909
"2019-08-08" 50.049999 50.8825 49.8475 50.857498 108038000 49.710659
"2019-08-09" 50.325001 50.689999 49.822498 50.247501 98478800 49.301033
"2019-08-12" 49.904999 50.512501 49.787498 50.119999 89927600 49.17593
"2019-08-13" 50.255001 53.035 50.119999 52.2425 188874000 51.25845
"2019-08-14" 50.790001 51.610001 50.647499 50.6875 146189600 49.732742
"2019-08-15" 50.865002 51.285 49.9175 50.435001 108909600 49.484997
"2019-08-16" 51.07 51.790001 50.959999 51.625 110481600 50.652576
"2019-08-19" 52.654999 53.182499 52.5075 52.587502 97654400 51.596958
"2019-08-20" 52.720001 53.337502 52.580002 52.59 107537200 51.599403
"2019-08-21" 53.247501 53.412498 52.900002 53.16 86141600 52.158665
"2019-08-22" 53.297501 53.610001 52.6875 53.115002 89014800 52.11451
"2019-08-23" 52.357498 53.012501 50.25 50.66 187272000 49.705765
"2019-08-26" 51.465 51.797501 51.264999 51.622501 104174400 50.650127
"2019-08-27" 51.965 52.137501 50.8825 51.040001 103493200 50.078606
"2019-08-28" 51.025002 51.43 50.830002 51.3825 63755200 50.414642
"2019-08-29" 52.125 52.330002 51.665001 52.252499 83962000 51.268261
"2019-08-30" 52.540001 52.612499 51.799999 52.185001 84573600 51.202038
"2019-09-03" 51.607498 51.744999 51.055 51.424999 80092000 50.456341
"2019-09-04" 52.0975 52.369999 51.830002 52.297501 76752400 51.312416
"2019-09-05" 53 53.4925 52.877499 53.32 95654800 52.315651
"2019-09-06" 53.512501 53.605 53.127499 53.314999 77449200 52.310749
"2019-09-09" 53.709999 54.110001 52.767502 53.5425 109237600 52.533966
"2019-09-10" 53.465 54.195 52.927502 54.174999 127111600 53.154549
"2019-09-11" 54.517502 55.927502 54.432499 55.897499 177158400 54.844601
"2019-09-12" 56.200001 56.605 55.715 55.772499 128906800 54.721962
"2019-09-13" 55 55.197498 54.255001 54.6875 159053200 53.657394
"2019-09-16" 54.432499 55.032501 54.389999 54.974998 84632400 53.939484
"2019-09-17" 54.990002 55.205002 54.779999 55.174999 73274800 54.135712
"2019-09-18" 55.264999 55.712502 54.860001 55.692501 101360000 54.643471
"2019-09-19" 55.502499 55.939999 55.092499 55.240002 88242400 54.199493
"2019-09-20" 55.345001 55.639999 54.3675 54.432499 221652400 53.407196
"2019-09-23" 54.737499 54.959999 54.412498 54.68 76662000 53.65004
"2019-09-24" 55.2575 55.622501 54.297501 54.419998 124763200 53.394932
"2019-09-25" 54.637501 55.375 54.285 55.2575 87613600 54.21666
"2019-09-26" 55 55.235001 54.7075 54.9725 75334000 53.937031
"2019-09-27" 55.134998 55.240002 54.32 54.705002 101408000 53.674568
"2019-09-30" 55.224998 56.145 55.197498 55.9925 103909600 54.937813
"2019-10-01" 56.267502 57.055 56.049999 56.147499 139223200 55.089893
"2019-10-02" 55.764999 55.895 54.482498 54.740002 138449200 53.708908
"2019-10-03" 54.607498 55.240002 53.782501 55.205002 114426000 54.16515
"2019-10-04" 56.41 56.872501 55.9725 56.752499 138478800 55.683498
"2019-10-07" 56.567501 57.482498 56.459999 56.764999 122306000 55.695766
"2019-10-08" 56.455002 57.014999 56.0825 56.099998 111820000 55.043289
"2019-10-09" 56.7575 56.947498 56.41 56.7575 74770400 55.688404
"2019-10-10" 56.982498 57.610001 56.825001 57.522499 113013600 56.438995
"2019-10-11" 58.237499 59.41 58.077499 59.052502 166795600 57.940174
"2019-10-14" 58.724998 59.532501 58.6675 58.967499 96427600 57.856781
"2019-10-15" 59.0975 59.412498 58.720001 58.830002 87360000 57.721867
"2019-10-16" 58.342499 58.810001 58.299999 58.592499 73903200 57.488838
"2019-10-17" 58.772499 59.037498 58.380001 58.82 67585200 57.712063
"2019-10-18" 58.647499 59.395 58.572498 59.102501 97433600 57.989235
"2019-10-21" 59.380001 60.247501 59.330002 60.127499 87247200 58.99493
"2019-10-22" 60.290001 60.549999 59.904999 59.990002 82293600 58.860016
"2019-10-23" 60.525002 60.810001 60.305 60.794998 75828800 59.649857
"2019-10-24" 61.127499 61.200001 60.452499 60.895 69275200 59.747967
"2019-10-25" 60.790001 61.682499 60.720001 61.645 73477200 60.483841
"2019-10-28" 61.855 62.3125 61.68 62.262501 96572800 61.089714
"2019-10-29" 62.2425 62.4375 60.642502 60.822498 142839600 59.676834
"2019-10-30" 61.189999 61.325001 60.302502 60.814999 124522000 59.669476
"2019-10-31" 61.810001 62.2925 59.314999 62.189999 139162000 61.018581
"2019-11-01" 62.384998 63.982498 62.290001 63.955002 151125200 62.750336
"2019-11-04" 64.332497 64.462502 63.845001 64.375 103272000 63.162422
"2019-11-05" 64.262497 64.547501 64.080002 64.282501 79897600 63.071671
"2019-11-06" 64.192497 64.372498 63.842499 64.309998 75864400 63.098644
"2019-11-07" 64.684998 65.087502 64.527496 64.857498 94940400 63.826878
"2019-11-08" 64.672501 65.110001 64.212502 65.035004 69986400 64.001572
"2019-11-11" 64.574997 65.6175 64.57 65.550003 81821200 64.508377
"2019-11-12" 65.387497 65.697502 65.230003 65.489998 87388800 64.449341
"2019-11-13" 65.282501 66.195 65.267502 66.1175 102734400 65.066856
"2019-11-14" 65.9375 66.220001 65.525002 65.660004 89182800 64.616623
"2019-11-15" 65.919998 66.445 65.752502 66.440002 100206400 65.384239
"2019-11-18" 66.449997 66.857498 66.057503 66.775002 86703200 65.713921
"2019-11-19" 66.974998 67 66.347504 66.572502 76167200 65.514633
"2019-11-20" 66.385002 66.519997 65.099998 65.797501 106234400 64.751953
"2019-11-21" 65.922501 66.002502 65.294998 65.502502 121395200 64.461639
"2019-11-22" 65.647499 65.794998 65.209999 65.445 65325200 64.405037
"2019-11-25" 65.677498 66.610001 65.629997 66.592499 84020400 65.534309
"2019-11-26" 66.735001 66.790001 65.625 66.072502 105207600 65.022583
"2019-11-27" 66.394997 66.995003 66.327499 66.959999 65235600 65.895966
"2019-11-29" 66.650002 67 66.474998 66.8125 46617600 65.750816
"2019-12-02" 66.817497 67.0625 65.862503 66.040001 94487200 64.990593
"2019-12-03" 64.577499 64.8825 64.072502 64.862503 114430400 63.831806
"2019-12-04" 65.267502 65.827499 65.169998 65.434998 67181600 64.39521
"2019-12-05" 65.947502 66.472504 65.682503 66.394997 74424400 65.339943
"2019-12-06" 66.870003 67.75 66.824997 67.677498 106075600 66.602066
"2019-12-09" 67.5 67.699997 66.227501 66.730003 128042400 65.66964
"2019-12-10" 67.150002 67.517502 66.464996 67.120003 90420400 66.053436
"2019-12-11" 67.202499 67.775002 67.125 67.692497 78756800 66.616837
"2019-12-12" 66.945 68.139999 66.830002 67.864998 137310400 66.786591
"2019-12-13" 67.864998 68.824997 67.732498 68.787498 133587600 67.69442
"2019-12-16" 69.25 70.197502 69.245003 69.964996 128186000 68.85321
"2019-12-17" 69.892502 70.442497 69.699997 70.102501 114158400 68.988541
"2019-12-18" 69.949997 70.474998 69.779999 69.934998 116028400 68.823692
